age,sex,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
50,Male,0.751,Barack Obama,1,3,3,3,85,70,Democrat,85,70,1,Democrat,Winner,2012
38,Female,1.929,Didn't Vote,0,4,5,3,60,35,Democrat,60,35,0,NA,Didn't Vote,2012
38,Male,1.905,Didn't Vote,0,5,3,1,0,15,Independent,NA,NA,0,NA,Didn't Vote,2012
67,Male,0.795,Barack Obama,1,4,7,1,100,15,Democrat,100,15,1,Democrat,Winner,2012
18,Female,0.705,Didn't Vote,0,6,3,1,50,70,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Male,1.623,Mitt Romney,1,6,3,1,30,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
70,Male,0.588,Mitt Romney,1,4,6,2,30,50,Republican,50,30,1,Republican,Winner,2012
23,Female,2.353,Mitt Romney,1,4,4,4,50,50,Republican,50,50,1,Republican,Winner,2012
82,Male,0.675,Mitt Romney,1,6,5,2,40,70,Republican,70,40,1,Republican,Winner,2012
31,Female,2.985,Barack Obama,1,4,1,4,100,15,Democrat,100,15,1,Democrat,Winner,2012
23,Male,2.044,Didn't Vote,0,2,7,3,70,10,Democrat,70,10,0,NA,Didn't Vote,2012
69,Male,0.502,Didn't Vote,0,3,6,3,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
59,Male,0.622,Barack Obama,1,4,6,2,100,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
45,Female,1.092,Didn't Vote,0,3,7,3,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
61,Female,2.054,Didn't Vote,0,4,-9,-9,85,0,NA,NA,NA,0,NA,NA,2012
35,Female,1.116,Didn't Vote,0,6,6,2,25,60,Republican,60,25,0,NA,Didn't Vote,2012
49,Female,1.76,Mitt Romney,1,4,7,1,60,0,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
58,Male,1.316,Someone Else,1,4,7,1,40,50,Democrat,40,50,1,Other/Third Party,Voted in Other Party Primary,2012
20,Male,2.246,Didn't Vote,0,4,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
69,Male,1.247,Didn't Vote,0,6,2,1,0,30,Independent,NA,NA,0,NA,Didn't Vote,2012
71,Male,0.495,Didn't Vote,0,4,3,3,50,70,Independent,NA,NA,0,NA,Didn't Vote,2012
33,Female,1.51,Didn't Vote,0,6,6,6,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
55,Female,0.649,Mitt Romney,1,6,5,2,30,85,Republican,85,30,1,Republican,Winner,2012
60,Male,0.572,Barack Obama,1,3,7,2,75,10,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
57,Male,0.779,Didn't Vote,0,5,6,3,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
57,Female,1.146,Didn't Vote,0,5,4,2,60,70,Republican,70,60,0,NA,Didn't Vote,2012
31,Female,0.171,Didn't Vote,0,6,4,3,50,50,Republican,50,50,0,NA,Didn't Vote,2012
34,Female,1.761,Barack Obama,1,5,5,5,2,2,Democrat,2,2,1,Democrat,Winner,2012
53,Male,0.427,NA,1,3,4,3,85,60,Democrat,85,60,1,NA,NA,2012
54,Male,1.148,Didn't Vote,0,2,2,5,40,60,Republican,60,40,0,NA,Didn't Vote,2012
78,Female,2.339,Didn't Vote,0,5,6,2,0,100,Republican,100,0,0,NA,Didn't Vote,2012
52,Female,0.376,Didn't Vote,0,4,1,1,100,30,Democrat,100,30,0,NA,Didn't Vote,2012
38,Female,0.708,Didn't Vote,0,6,6,1,50,70,Republican,70,50,0,NA,Didn't Vote,2012
59,Male,1.131,Barack Obama,1,4,2,4,85,60,Democrat,85,60,1,Democrat,Winner,2012
67,Female,2.678,Barack Obama,1,2,4,3,70,50,Democrat,70,50,1,Democrat,Winner,2012
54,Female,1.902,Didn't Vote,0,5,7,2,50,40,Independent,NA,NA,0,NA,Didn't Vote,2012
63,Male,2.228,Rick Santorum,1,5,2,2,60,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
66,Male,2.98,Didn't Vote,0,3,2,4,60,70,Independent,NA,NA,0,NA,Didn't Vote,2012
47,Female,0.28,Didn't Vote,0,4,6,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
76,Male,1.525,Didn't Vote,0,1,7,3,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
68,Female,0.634,Didn't Vote,0,6,6,1,15,85,Republican,85,15,0,NA,Didn't Vote,2012
58,Male,1.394,Didn't Vote,0,4,4,4,70,70,Republican,70,70,0,NA,Didn't Vote,2012
28,Male,3.271,Didn't Vote,0,4,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
61,Female,1.052,Didn't Vote,0,5,7,1,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Female,2.097,Didn't Vote,0,4,3,3,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
29,Female,1.952,Didn't Vote,0,1,7,2,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
25,Male,0.229,Didn't Vote,0,3,7,3,92,28,Democrat,92,28,0,NA,Didn't Vote,2012
25,Female,0.162,Didn't Vote,0,3,6,2,50,50,Other,NA,NA,0,NA,Didn't Vote,2012
53,Female,0.923,Didn't Vote,0,6,6,1,15,70,Republican,70,15,0,NA,Didn't Vote,2012
41,Male,1.407,Didn't Vote,0,2,7,6,60,0,Independent,NA,NA,0,NA,Didn't Vote,2012
25,Male,0.344,Barack Obama,1,4,1,7,100,0,Democrat,100,0,1,Democrat,Winner,2012
75,Female,1.269,Mitt Romney,1,6,5,1,50,85,Republican,85,50,1,Republican,Winner,2012
69,Female,1.421,Didn't Vote,0,-9,-9,-9,0,70,Republican,70,0,0,NA,Didn't Vote,2012
48,Female,1.063,Didn't Vote,0,3,7,3,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
76,Male,1.17,Barack Obama,1,4,5,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
70,Female,1.966,Barack Obama,1,4,6,2,70,40,Democrat,70,40,1,Democrat,Winner,2012
52,Male,0.901,Mitt Romney,1,7,4,1,0,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
36,Male,1.059,Didn't Vote,0,4,6,3,55,40,Independent,NA,NA,0,NA,Didn't Vote,2012
60,Male,0.32,Barack Obama,1,3,6,3,70,15,Democrat,70,15,1,Democrat,Winner,2012
65,Female,0.219,Didn't Vote,0,6,6,1,15,70,Republican,70,15,0,NA,Didn't Vote,2012
55,Male,0.776,Didn't Vote,0,4,4,5,30,40,Independent,NA,NA,0,NA,Didn't Vote,2012
37,Male,2.579,Didn't Vote,0,5,5,3,50,50,Republican,50,50,0,NA,Didn't Vote,2012
54,Male,0.588,Didn't Vote,0,4,5,2,0,60,Independent,NA,NA,0,NA,Didn't Vote,2012
59,Female,1.415,Didn't Vote,0,1,6,4,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
58,Male,1.547,Didn't Vote,0,-9,-9,-9,-9,-9,NA,NA,NA,0,NA,NA,2012
50,Male,0.438,Mitt Romney,1,6,6,1,15,85,Republican,85,15,1,Republican,Winner,2012
56,Female,0.396,Didn't Vote,0,4,-9,-9,50,0,Democrat,50,0,0,NA,Didn't Vote,2012
29,Male,3.001,Didn't Vote,0,5,7,1,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
39,Female,0.916,Mitt Romney,1,4,4,4,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
36,Female,2.25,Didn't Vote,0,4,4,4,50,50,Other,NA,NA,0,NA,Didn't Vote,2012
64,Female,0.618,Barack Obama,1,2,6,3,70,15,Democrat,70,15,1,Democrat,Winner,2012
31,Female,1.572,Didn't Vote,0,4,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
19,Female,0.865,Didn't Vote,0,4,7,4,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
60,Female,1.582,Didn't Vote,0,4,7,5,60,50,Independent,NA,NA,0,NA,Didn't Vote,2012
55,Female,2.095,Barack Obama,1,1,7,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
28,Female,2.019,Didn't Vote,0,2,7,1,100,5,Democrat,100,5,0,NA,Didn't Vote,2012
68,Male,0.39,Didn't Vote,0,5,6,1,15,70,Republican,70,15,0,NA,Didn't Vote,2012
53,Male,0.969,Didn't Vote,0,4,7,1,0,0,Independent,NA,NA,0,NA,Didn't Vote,2012
67,Female,1.382,Barack Obama,1,2,7,4,80,0,Democrat,80,0,1,Democrat,Winner,2012
56,Male,0.392,Didn't Vote,0,4,3,4,40,60,Republican,60,40,0,NA,Didn't Vote,2012
55,Female,0.787,Ron Paul,1,5,4,2,15,85,Republican,85,15,1,Republican,Loser,2012
59,Female,2.369,Didn't Vote,0,7,5,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
41,Male,1.209,Didn't Vote,0,2,7,3,70,10,Independent,NA,NA,0,NA,Didn't Vote,2012
28,Male,2.879,Didn't Vote,0,2,6,2,70,45,Democrat,70,45,0,NA,Didn't Vote,2012
65,Male,1.35,Didn't Vote,0,4,6,2,30,30,Republican,30,30,0,NA,Didn't Vote,2012
56,Female,1.524,Mitt Romney,1,5,7,2,40,65,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
48,Male,0.202,Barack Obama,1,3,7,3,100,0,Democrat,100,0,1,Democrat,Winner,2012
71,Male,0.636,Didn't Vote,0,4,6,2,30,30,Other,NA,NA,0,NA,Didn't Vote,2012
34,Female,0.988,Mitt Romney,1,7,5,1,0,90,Republican,90,0,1,Republican,Winner,2012
31,Male,0.931,Ron Paul,1,1,7,3,70,1,Democrat,70,1,1,Republican,Voted in Other Party Primary,2012
43,Male,2.437,Didn't Vote,0,3,6,4,60,80,Republican,80,60,0,NA,Didn't Vote,2012
27,Female,2.147,Barack Obama,1,3,6,2,90,30,Democrat,90,30,1,Democrat,Winner,2012
52,Male,0.297,Didn't Vote,0,4,3,2,40,40,Democrat,40,40,0,NA,Didn't Vote,2012
43,Female,1.788,Didn't Vote,0,5,6,2,40,70,Republican,70,40,0,NA,Didn't Vote,2012
50,Male,0.402,Didn't Vote,0,4,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
63,Female,0.658,Didn't Vote,0,5,7,1,40,60,Independent,NA,NA,0,NA,Didn't Vote,2012
37,Female,1.245,Didn't Vote,0,5,2,4,50,40,Democrat,50,40,0,NA,Didn't Vote,2012
54,Male,0.884,Didn't Vote,0,5,5,3,30,60,Republican,60,30,0,NA,Didn't Vote,2012
24,Male,1.906,Ron Paul,1,4,6,2,31,34,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
52,Male,1.615,Didn't Vote,0,5,4,4,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
45,Female,1.611,Didn't Vote,0,4,6,2,15,15,Independent,NA,NA,0,NA,Didn't Vote,2012
70,Male,1.53,Didn't Vote,0,7,6,1,0,100,Republican,100,0,0,NA,Didn't Vote,2012
29,Female,0.988,Didn't Vote,0,3,6,2,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
22,Female,2.388,Didn't Vote,0,5,6,2,7,90,Republican,90,7,0,NA,Didn't Vote,2012
29,Male,3.428,Didn't Vote,0,3,7,5,50,15,Democrat,50,15,0,NA,Didn't Vote,2012
54,Female,0.729,Barack Obama,1,4,4,4,70,40,Democrat,70,40,1,Democrat,Winner,2012
32,Female,1.746,Didn't Vote,0,4,2,4,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
30,Female,0.671,Barack Obama,1,1,7,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
43,Male,1.337,Barack Obama,1,5,6,3,70,15,Democrat,70,15,1,Democrat,Winner,2012
53,Female,0.17,Barack Obama,1,4,7,3,85,0,Democrat,85,0,1,Democrat,Winner,2012
38,Female,2.177,Barack Obama,1,4,6,2,50,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
55,Male,1.774,Didn't Vote,0,6,4,3,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,1.524,Didn't Vote,0,4,6,2,0,80,Republican,80,0,0,NA,Didn't Vote,2012
22,Male,0.316,Didn't Vote,0,4,6,3,55,30,Independent,NA,NA,0,NA,Didn't Vote,2012
25,Male,3.796,Didn't Vote,0,2,7,2,60,0,Democrat,60,0,0,NA,Didn't Vote,2012
46,Male,1.629,Didn't Vote,0,6,5,1,0,85,Independent,NA,NA,0,NA,Didn't Vote,2012
56,Male,1.126,Barack Obama,1,2,7,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
73,Male,1.627,Didn't Vote,0,5,4,2,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
61,Female,1.687,Mitt Romney,1,6,5,1,0,80,Republican,80,0,1,Republican,Winner,2012
35,Male,0.867,Didn't Vote,0,2,6,1,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
19,Female,0.556,Didn't Vote,0,4,7,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
29,Male,2.022,Didn't Vote,0,1,7,2,60,30,Independent,NA,NA,0,NA,Didn't Vote,2012
60,Female,0.801,Didn't Vote,0,5,3,4,60,60,Democrat,60,60,0,NA,Didn't Vote,2012
64,Male,1.05,Didn't Vote,0,5,6,1,30,65,Independent,NA,NA,0,NA,Didn't Vote,2012
33,Female,1.106,Rick Santorum,1,4,6,4,70,50,Democrat,70,50,1,Republican,Voted in Other Party Primary,2012
80,Female,1.534,Barack Obama,1,2,7,2,70,0,Democrat,70,0,1,Democrat,Winner,2012
22,Female,1.152,Barack Obama,1,2,6,2,80,0,Democrat,80,0,1,Democrat,Winner,2012
29,Male,3.754,Barack Obama,1,2,7,3,90,0,Democrat,90,0,1,Democrat,Winner,2012
49,Female,0.578,Didn't Vote,0,4,7,3,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
56,Female,1.153,Didn't Vote,0,4,3,4,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
63,Female,0.83,Didn't Vote,0,4,1,2,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
23,Female,0.079,Barack Obama,1,3,7,2,60,15,Democrat,60,15,1,Democrat,Winner,2012
50,Male,2.147,Barack Obama,1,4,7,1,80,30,Democrat,80,30,1,Democrat,Winner,2012
36,Male,2.088,Didn't Vote,0,4,3,4,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
49,Male,0.726,Didn't Vote,0,4,2,3,60,60,Democrat,60,60,0,NA,Didn't Vote,2012
42,Female,1.067,Barack Obama,1,4,7,1,60,15,Democrat,60,15,1,Democrat,Winner,2012
66,Male,1.836,Mitt Romney,1,6,6,2,15,85,Republican,85,15,1,Republican,Winner,2012
75,Female,1.008,Mitt Romney,1,6,6,1,0,90,Republican,90,0,1,Republican,Winner,2012
63,Male,1.234,Didn't Vote,0,3,6,3,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
86,Male,1.069,Barack Obama,1,3,6,2,70,15,Democrat,70,15,1,Democrat,Winner,2012
65,Female,0.786,Barack Obama,1,2,6,3,85,15,Democrat,85,15,1,Democrat,Winner,2012
47,Female,1.919,Didn't Vote,0,4,2,4,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
69,Female,0.88,Barack Obama,1,3,7,2,85,0,Democrat,85,0,1,Democrat,Winner,2012
41,Female,2.796,Didn't Vote,0,7,6,2,15,100,Republican,100,15,0,NA,Didn't Vote,2012
27,Female,1.16,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,2012
42,Female,2.189,Didn't Vote,0,5,6,1,60,70,Republican,70,60,0,NA,Didn't Vote,2012
37,Male,1.448,Barack Obama,1,1,7,3,60,0,Other,NA,NA,1,Democrat,Voted in Other Party Primary,2012
29,Male,3.477,Didn't Vote,0,4,4,4,50,50,NA,NA,NA,0,NA,NA,2012
33,Female,1.124,Mitt Romney,1,5,6,1,40,60,Republican,60,40,1,Republican,Winner,2012
56,Male,1.883,Didn't Vote,0,6,6,1,30,70,Republican,70,30,0,NA,Didn't Vote,2012
26,Female,0.148,Didn't Vote,0,3,2,3,0,0,Other,NA,NA,0,NA,Didn't Vote,2012
58,Female,1.583,Didn't Vote,0,4,2,6,60,50,Independent,NA,NA,0,NA,Didn't Vote,2012
38,Male,1.769,Barack Obama,1,5,6,2,50,40,Democrat,50,40,1,Democrat,Winner,2012
69,Female,1.46,Didn't Vote,0,4,-9,-9,-9,-9,Independent,NA,NA,0,NA,Didn't Vote,2012
30,Female,1.057,Didn't Vote,0,4,5,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
54,Female,0.263,Didn't Vote,0,6,5,2,60,70,Republican,70,60,0,NA,Didn't Vote,2012
69,Male,0.981,Mitt Romney,1,6,6,1,15,70,Republican,70,15,1,Republican,Winner,2012
60,Female,1.565,Barack Obama,1,4,1,1,50,40,Democrat,50,40,1,Democrat,Winner,2012
31,Female,2.177,Rick Santorum,1,5,7,1,15,60,Republican,60,15,1,Republican,Loser,2012
50,Male,0.893,Didn't Vote,0,6,7,1,40,100,Republican,100,40,0,NA,Didn't Vote,2012
52,Female,0.307,Didn't Vote,0,4,7,4,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
25,Female,1.646,Didn't Vote,0,3,6,4,70,5,Democrat,70,5,0,NA,Didn't Vote,2012
52,Male,1.738,Didn't Vote,0,4,6,1,30,30,Republican,30,30,0,NA,Didn't Vote,2012
25,Female,3.917,Barack Obama,1,4,4,4,60,0,Democrat,60,0,1,Democrat,Winner,2012
68,Male,3.674,Didn't Vote,0,4,5,1,20,50,Independent,NA,NA,0,NA,Didn't Vote,2012
71,Female,0.833,Mitt Romney,1,6,6,1,40,70,Republican,70,40,1,Republican,Winner,2012
70,Male,1.269,Didn't Vote,0,2,7,3,85,0,Independent,NA,NA,0,NA,Didn't Vote,2012
40,Male,1.866,Mitt Romney,1,6,7,1,0,90,Republican,90,0,1,Republican,Winner,2012
53,Female,0.972,Didn't Vote,0,4,3,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
61,Male,0.545,Barack Obama,1,5,6,4,40,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
53,Male,1.487,Barack Obama,1,4,7,3,65,41,Democrat,65,41,1,Democrat,Winner,2012
51,Male,1.298,Didn't Vote,0,5,4,3,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
26,Male,2.154,Didn't Vote,0,4,4,4,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
63,Female,2.277,Didn't Vote,0,6,6,1,0,100,Republican,100,0,0,NA,Didn't Vote,2012
65,Female,0.725,Didn't Vote,0,2,7,2,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
57,Female,0.998,Mitt Romney,1,6,6,1,15,100,Republican,100,15,1,Republican,Winner,2012
50,Male,0.897,Didn't Vote,0,5,7,1,10,5,Republican,5,10,0,NA,Didn't Vote,2012
43,Male,1.123,Didn't Vote,0,2,7,3,60,0,Democrat,60,0,0,NA,Didn't Vote,2012
70,Male,1.001,Ron Paul,1,3,2,2,65,80,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
61,Female,0.443,Didn't Vote,0,2,7,3,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
65,Male,1.171,Didn't Vote,0,4,3,3,50,60,Independent,NA,NA,0,NA,Didn't Vote,2012
64,Female,2.639,Didn't Vote,0,4,3,4,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
60,Male,0.639,Didn't Vote,0,5,6,2,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
69,Male,0.42,Barack Obama,1,3,7,2,70,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
38,Male,2.546,Barack Obama,1,3,6,2,50,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
36,Male,1.053,Didn't Vote,0,5,7,1,30,60,Republican,60,30,0,NA,Didn't Vote,2012
67,Male,0.213,Barack Obama,1,1,4,1,100,60,Democrat,100,60,1,Democrat,Winner,2012
22,Male,0.485,Someone Else,1,1,7,2,70,5,Other,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2012
75,Female,0.742,Mitt Romney,1,6,6,2,30,85,Republican,85,30,1,Republican,Winner,2012
47,Male,1.138,Didn't Vote,0,5,6,2,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
24,Male,0.78,Didn't Vote,0,7,5,1,0,60,Independent,NA,NA,0,NA,Didn't Vote,2012
31,Female,1.427,Mitt Romney,1,5,5,2,40,60,Republican,60,40,1,Republican,Winner,2012
57,Female,0.591,Barack Obama,1,4,6,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
29,Female,4.579,Barack Obama,1,4,4,4,60,60,Democrat,60,60,1,Democrat,Winner,2012
68,Male,0.429,Barack Obama,1,3,3,3,80,30,Democrat,80,30,1,Democrat,Winner,2012
47,Male,1.861,Didn't Vote,0,4,7,1,10,30,Independent,NA,NA,0,NA,Didn't Vote,2012
60,Female,0.618,Barack Obama,1,1,3,1,100,50,Democrat,100,50,1,Democrat,Winner,2012
52,Female,0.795,Didn't Vote,0,3,7,3,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
61,Male,0.861,Mitt Romney,1,6,5,2,40,60,Republican,60,40,1,Republican,Winner,2012
23,Male,1.664,Didn't Vote,0,4,4,3,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
52,Female,1.267,Didn't Vote,0,6,6,2,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
20,Male,1.049,Didn't Vote,0,4,1,7,60,0,Independent,NA,NA,0,NA,Didn't Vote,2012
45,Male,0.976,Didn't Vote,0,3,5,5,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
26,Female,1.402,Barack Obama,1,4,5,3,100,0,Democrat,100,0,1,Democrat,Winner,2012
22,Female,0.07,Didn't Vote,0,3,7,2,60,40,Republican,40,60,0,NA,Didn't Vote,2012
62,Male,0.527,Didn't Vote,0,5,5,2,15,60,Republican,60,15,0,NA,Didn't Vote,2012
24,Male,0.344,Didn't Vote,0,3,6,2,90,10,Democrat,90,10,0,NA,Didn't Vote,2012
57,Female,0.991,Didn't Vote,0,4,4,7,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
50,Male,1.423,Didn't Vote,0,2,7,2,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
20,Female,2.512,Didn't Vote,0,3,5,3,65,80,Republican,80,65,0,NA,Didn't Vote,2012
56,Female,0.791,Barack Obama,1,2,7,2,60,15,Democrat,60,15,1,Democrat,Winner,2012
61,Male,0.635,Didn't Vote,0,4,6,6,50,30,Independent,NA,NA,0,NA,Didn't Vote,2012
28,Male,0.696,Barack Obama,1,1,3,2,85,70,Democrat,85,70,1,Democrat,Winner,2012
29,Female,4.146,Barack Obama,1,3,6,1,60,40,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
30,Female,2.615,Didn't Vote,0,4,-9,-9,0,0,NA,NA,NA,0,NA,NA,2012
46,Male,0.312,Barack Obama,1,4,2,4,85,30,Democrat,85,30,1,Democrat,Winner,2012
56,Female,0.564,Barack Obama,1,5,7,3,100,40,Democrat,100,40,1,Democrat,Winner,2012
71,Male,1.16,Didn't Vote,0,6,5,2,40,60,Independent,NA,NA,0,NA,Didn't Vote,2012
24,Female,0.99,Mitt Romney,1,4,4,3,85,0,Democrat,85,0,1,Republican,Voted in Other Party Primary,2012
63,Female,0.678,Someone Else,1,4,7,4,70,0,Republican,0,70,1,Other/Third Party,Voted in Other Party Primary,2012
34,Female,1.121,Didn't Vote,0,4,7,1,40,60,Republican,60,40,0,NA,Didn't Vote,2012
43,Male,0.159,Didn't Vote,0,2,5,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
58,Male,0.664,Ron Paul,1,7,2,1,0,30,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
55,Male,0.714,Barack Obama,1,2,7,3,80,35,Democrat,80,35,1,Democrat,Winner,2012
73,Female,0.516,Ron Paul,1,5,5,3,40,85,Democrat,40,85,1,Republican,Voted in Other Party Primary,2012
56,Male,0.729,Ron Paul,1,6,6,1,0,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
50,Male,1.859,Didn't Vote,0,5,4,4,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
26,Female,0.079,Didn't Vote,0,2,7,4,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
53,Female,1.397,Barack Obama,1,4,1,1,100,15,Democrat,100,15,1,Democrat,Winner,2012
53,Male,0.894,Didn't Vote,0,6,3,1,15,15,Independent,NA,NA,0,NA,Didn't Vote,2012
26,Female,3.677,Didn't Vote,0,6,7,1,0,85,Republican,85,0,0,NA,Didn't Vote,2012
69,Female,0.729,Didn't Vote,0,4,7,3,60,30,Independent,NA,NA,0,NA,Didn't Vote,2012
49,Male,1.85,Mitt Romney,1,6,6,2,30,85,Republican,85,30,1,Republican,Winner,2012
72,Female,0.634,Didn't Vote,0,2,7,2,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
41,Male,2.325,Didn't Vote,0,5,5,2,50,45,Independent,NA,NA,0,NA,Didn't Vote,2012
38,Male,1.536,Mitt Romney,1,4,6,2,10,85,Republican,85,10,1,Republican,Winner,2012
84,Male,0.523,Didn't Vote,0,4,6,3,60,60,Independent,NA,NA,0,NA,Didn't Vote,2012
29,Female,3.054,Didn't Vote,0,-9,7,7,80,0,Democrat,80,0,0,NA,Didn't Vote,2012
29,Female,2.427,Didn't Vote,0,4,4,4,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
26,Female,3.793,Didn't Vote,0,3,7,2,30,15,Independent,NA,NA,0,NA,Didn't Vote,2012
72,Male,0.639,Mitt Romney,1,6,6,1,15,85,Republican,85,15,1,Republican,Winner,2012
89,Male,0.086,Barack Obama,1,7,1,7,100,0,Democrat,100,0,1,Democrat,Winner,2012
49,Male,0.324,Barack Obama,1,4,6,4,85,50,Democrat,85,50,1,Democrat,Winner,2012
87,Male,0.547,Barack Obama,1,2,7,3,85,0,Democrat,85,0,1,Democrat,Winner,2012
58,Male,1.317,Didn't Vote,0,6,6,2,30,70,Republican,70,30,0,NA,Didn't Vote,2012
63,Female,1.074,Rick Santorum,1,7,6,2,40,70,Republican,70,40,1,Republican,Loser,2012
57,Female,0.991,Mitt Romney,1,6,6,2,30,100,Republican,100,30,1,Republican,Winner,2012
27,Female,2.512,Didn't Vote,0,5,7,1,35,85,Republican,85,35,0,NA,Didn't Vote,2012
72,Female,0.613,Barack Obama,1,4,7,7,70,50,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
71,Male,1.098,Mitt Romney,1,6,6,2,40,85,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
24,Male,0.932,Didn't Vote,0,1,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
32,Female,1.504,Barack Obama,1,4,2,7,100,0,Democrat,100,0,1,Democrat,Winner,2012
42,Male,2.325,Barack Obama,1,3,6,2,85,30,Democrat,85,30,1,Democrat,Winner,2012
20,Female,0.978,Didn't Vote,0,3,6,2,65,60,Independent,NA,NA,0,NA,Didn't Vote,2012
33,Male,4.141,Barack Obama,1,7,4,4,100,15,Democrat,100,15,1,Democrat,Winner,2012
63,Female,2.122,NA,1,6,6,1,30,60,Republican,60,30,1,NA,NA,2012
38,Female,0.227,Didn't Vote,0,4,2,5,80,15,Democrat,80,15,0,NA,Didn't Vote,2012
28,Male,2.234,Newt Gingrich,1,5,7,1,15,55,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
19,Female,0.302,Barack Obama,1,4,7,2,30,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
